Ensembl Gene ID,UniProt/TrEMBL Accession,UniProt/SwissProt Accession,UniProt/SwissProt ID
ENSG00000203872,E1P506,Q5TEZ5,CF163_HUMAN
ENSG00000154723,A8MUH2,,
ENSG00000107371,,Q9NQT5,EXOS3_HUMAN
ENSG00000135930,B9A044,,
ENSG00000135930,B4E1E4,,
ENSG00000205250,,Q16254,E2F4_HUMAN
ENSG00000171824,B4DFE4,Q01780,EXOSX_HUMAN
ENSG00000154723,Q6IB54,P18859,ATP5J_HUMAN
ENSG00000114107,C9JZ04,,
ENSG00000114107,C9J0F4,,
ENSG00000135930,B8ZZL3,,
ENSG00000135930,B9A023,,
ENSG00000113163,,,
ENSG00000205250,H3BMP3,,
ENSG00000114107,C9J710,Q8NHQ1,CEP70_HUMAN
ENSG00000135930,C9JEL3,,
ENSG00000205250,H3BVE4,,
ENSG00000205250,H3BTM3,,
ENSG00000255501,G5EA35,P57730,CAR18_HUMAN
ENSG00000237834,F2Z375,,
ENSG00000175535,,P16233,LIPP_HUMAN
ENSG00000255501,G5EA35,,
ENSG00000135930,H7BZH2,,
ENSG00000237834,Q4V362,Q16653,MOG_HUMAN
ENSG00000237834,F8VWE2,,
ENSG00000237834,Q29ZN6,,
ENSG00000127530,,O76099,OR7C1_HUMAN
ENSG00000188269,,Q15622,OR7A5_HUMAN
ENSG00000145283,,Q3KNW5,SOAT_HUMAN
ENSG00000127515,,O76100,OR7AA_HUMAN
ENSG00000203871,,Q5TEZ4,CF164_HUMAN
ENSG00000145283,D6RHD6,,
ENSG00000172148,,Q8NGA2,OR7A2_HUMAN
ENSG00000205250,,,
ENSG00000185385,Q9UEB1,O14581,OR7AH_HUMAN
ENSG00000127529,,O60412,OR7C2_HUMAN
ENSG00000250733,,Q9NRJ1,MOST1_HUMAN
ENSG00000237834,B7Z2X8,,
ENSG00000169715,,P04732,MT1E_HUMAN
ENSG00000224782,Q5STK2,O15212,PFD6_HUMAN
ENSG00000104472,,Q9NRG0,CHRC1_HUMAN
ENSG00000105143,E7EV13,,
ENSG00000215182,E9PJ98,,
ENSG00000215182,Q7LDT3,,
ENSG00000105143,Q8N753,P48664,EAA4_HUMAN
ENSG00000169715,H3BU80,,
ENSG00000104472,E5RGS9,,
ENSG00000105143,Q8N753,,
ENSG00000171824,B4DKG8,,
ENSG00000171824,B4DFE4,,
ENSG00000104472,H0YBX4,,
ENSG00000152578,E9PJZ5,,
ENSG00000160994,,Q8IYK2,CC105_HUMAN
ENSG00000104472,,,
ENSG00000171101,H0Y2Q4,,
ENSG00000224782,A2AB88,,
ENSG00000171101,B4DW22,,
ENSG00000105141,B2CIS9,P31944,CASPE_HUMAN
ENSG00000094661,,O60431,OR1I1_HUMAN
ENSG00000215182,E9PGF7,,
ENSG00000163633,D6RGW9,Q96KX1,CD036_HUMAN
ENSG00000163633,D6RAE1,Q96KX1,CD036_HUMAN
ENSG00000105383,Q546G0,P20138,CD33_HUMAN
ENSG00000231945,A2BEY0,,
ENSG00000105383,C9JEN7,,
ENSG00000152578,E9PJZ5,P48058,GRIA4_HUMAN
ENSG00000105137,,Q6ZW31,SYDE1_HUMAN
ENSG00000105383,F8WAL2,,
ENSG00000231945,A2ABF3,,
ENSG00000105383,B4DF51,,
ENSG00000152578,E9PQN1,,
ENSG00000213204,D6RBZ4,Q8IYR0,CF165_HUMAN
ENSG00000213204,Q8N771,Q8IYR0,CF165_HUMAN
ENSG00000213204,H0UI21,Q8IYR0,CF165_HUMAN
ENSG00000163633,D6RF10,,
ENSG00000179213,,Q8N7X8,CS075_HUMAN
ENSG00000214562,,Q5VT03,FA22D_HUMAN
ENSG00000163633,D6RGW9,,
ENSG00000163633,D6RAE1,,
ENSG00000163633,D6RCP1,,
ENSG00000214562,Q5VT02,,
ENSG00000152578,E9PQY1,,
ENSG00000142549,,A6NGN9,IGLO5_HUMAN
ENSG00000163633,D6RIZ1,,
ENSG00000213204,D6R9L9,,
ENSG00000213204,D6RBZ4,,
ENSG00000152578,G3V164,,
ENSG00000152578,Q6L8Q8,,
ENSG00000186806,,Q86VR7,VS10L_HUMAN
ENSG00000231945,A2BEY1,,
ENSG00000262483,H0YIW1,,
ENSG00000152578,,,
ENSG00000105379,,P38117,ETFB_HUMAN
ENSG00000188643,,Q96FQ6,S10AG_HUMAN
ENSG00000105135,E9PL44,A1L0T0,ILVBL_HUMAN
ENSG00000105135,E9PJS0,A1L0T0,ILVBL_HUMAN
ENSG00000233948,B0V265,,
ENSG00000233948,B0V264,,
ENSG00000165916,E9PS45,P17980,PRS6A_HUMAN
ENSG00000165916,E9PMD8,P17980,PRS6A_HUMAN
ENSG00000233948,B0V266,,
ENSG00000120915,G3V134,P34913,HYES_HUMAN
ENSG00000120915,E7ETW9,P34913,HYES_HUMAN
ENSG00000120915,E5RI53,P34913,HYES_HUMAN
ENSG00000165916,E9PM69,,
ENSG00000120915,E5RI53,,
ENSG00000106536,H0YL15,P78424,PO6F2_HUMAN
ENSG00000165916,E9PKD5,,
ENSG00000105135,E9PNL1,,
ENSG00000165916,E9PN50,,
ENSG00000165916,E9PS45,,
ENSG00000165916,E9PMD8,,
ENSG00000105135,E9PL44,,
ENSG00000105135,E9PJS0,,
ENSG00000106536,C9JSC0,,
ENSG00000233948,B0V297,,
ENSG00000233948,Q9NZT8,,
ENSG00000106536,H0YKR5,,
ENSG00000148482,,Q504Y0,S39AC_HUMAN
ENSG00000120915,E5RFH6,,
ENSG00000106536,H0YL15,,
ENSG00000120915,G3V134,,
ENSG00000120915,B3KTU8,,
ENSG00000165916,E9PLG2,,
ENSG00000165916,E9PLQ8,,
ENSG00000106536,H0YK17,,
ENSG00000203544,H0YGV2,,
ENSG00000151062,,Q7Z3S7,CA2D4_HUMAN
ENSG00000165916,E9PRB8,,
ENSG00000148482,F8WD99,Q504Y0,S39AC_HUMAN
ENSG00000148482,F5GX72,Q504Y0,S39AC_HUMAN
ENSG00000106536,H0YK27,,
ENSG00000120915,E5RFU2,,
ENSG00000237825,A2AB89,O15211,RGL2_HUMAN
ENSG00000237825,Q9BSI0,O15211,RGL2_HUMAN
ENSG00000237825,Q54AJ0,O15211,RGL2_HUMAN
ENSG00000148482,F5GX72,,
ENSG00000115468,E9PFH3,,
ENSG00000115468,C9JTV4,,
ENSG00000115468,Q8WYH2,,
ENSG00000115468,Q53SA2,,
ENSG00000106536,H7C2B2,,
ENSG00000120915,,,
ENSG00000234846,E9PIJ4,,
ENSG00000189334,,Q9HCY8,S10AE_HUMAN
ENSG00000004975,B4E2D6,O14641,DVL2_HUMAN
ENSG00000115468,C9JTV4,Q9BUP0,EFHD1_HUMAN
ENSG00000115468,Q8WYH2,Q9BUP0,EFHD1_HUMAN
ENSG00000115468,Q53SA2,Q9BUP0,EFHD1_HUMAN
ENSG00000115468,Q53S38,Q9BUP0,EFHD1_HUMAN
ENSG00000115468,B4DEE0,Q9BUP0,EFHD1_HUMAN
ENSG00000004975,,,
ENSG00000115468,,,
ENSG00000111834,F8WDZ6,Q5TD94,RSH4A_HUMAN
ENSG00000237825,A2AB89,,
ENSG00000111834,,Q5TD94,RSH4A_HUMAN
ENSG00000234846,E9PIF4,,
ENSG00000234846,Q6Q4G7,,
ENSG00000237825,E9PBS5,,
ENSG00000237825,B4DG72,,
ENSG00000121690,,Q96QD5,DEPD7_HUMAN
ENSG00000234846,Q5JQI0,Q99519,NEUR1_HUMAN
ENSG00000234846,Q6Q4G7,Q99519,NEUR1_HUMAN
ENSG00000234846,Q6Q4G8,Q99519,NEUR1_HUMAN
ENSG00000178997,,Q8NHP7,EXD1_HUMAN
ENSG00000121690,G5E941,,
ENSG00000123908,E5RJY2,Q9UKV8,AGO2_HUMAN
ENSG00000178997,B7Z839,,
ENSG00000154727,A8IE48,Q06546,GABPA_HUMAN
ENSG00000178997,H0YK66,,
ENSG00000205364,,Q8N339,MT1M_HUMAN
ENSG00000123908,E5RGG9,,
ENSG00000189171,D3DV53,Q99584,S10AD_HUMAN
ENSG00000160318,,Q8NHS1,CLDN2_HUMAN
ENSG00000205364,H3BUC6,,
ENSG00000105374,,Q16617,NKG7_HUMAN
ENSG00000068654,Q96AG9,O95602,RPA1_HUMAN
ENSG00000068654,Q53T12,O95602,RPA1_HUMAN
ENSG00000068654,B7Z8X7,O95602,RPA1_HUMAN
ENSG00000068654,B9ZVN9,,
ENSG00000105370,,P55344,LMIP_HUMAN
ENSG00000123908,E5RJY2,,
ENSG00000090776,,P98172,EFNB1_HUMAN
ENSG00000262874,,,
ENSG00000204120,,,
ENSG00000068654,F2Z3I7,,
ENSG00000145819,C9J6V4,Q9UNA1,RHG26_HUMAN
ENSG00000145819,Q9HBW4,Q9UNA1,RHG26_HUMAN
ENSG00000145819,Q8NFJ1,Q9UNA1,RHG26_HUMAN
ENSG00000093183,,,
ENSG00000181191,,Q8NG27,PJA1_HUMAN
ENSG00000151062,E7EUE0,,
ENSG00000181191,A2A322,Q8NG27,PJA1_HUMAN
ENSG00000181191,B4DDN5,Q8NG27,PJA1_HUMAN
ENSG00000122741,,Q5QP82,DCA10_HUMAN
ENSG00000145819,F8W8N5,,
ENSG00000145819,C9J6V4,,
ENSG00000093183,C9J9A4,Q9BRL7,SC22C_HUMAN
ENSG00000093183,C9J2R1,Q9BRL7,SC22C_HUMAN
ENSG00000181191,A2A322,,
ENSG00000181191,B4DDN5,,
ENSG00000093183,F5H0H7,Q9BRL7,SC22C_HUMAN
ENSG00000093183,C9J448,Q9BRL7,SC22C_HUMAN
ENSG00000206480,F8VSI6,O75955,FLOT1_HUMAN
ENSG00000206480,B0V2I8,O75955,FLOT1_HUMAN
ENSG00000206480,B0V114,O75955,FLOT1_HUMAN
ENSG00000206480,B0V113,O75955,FLOT1_HUMAN
ENSG00000206480,B0V112,O75955,FLOT1_HUMAN
ENSG00000206480,B0V111,O75955,FLOT1_HUMAN
ENSG00000206480,B0V110,O75955,FLOT1_HUMAN
ENSG00000206480,B0V109,O75955,FLOT1_HUMAN
ENSG00000206480,B0V108,O75955,FLOT1_HUMAN
ENSG00000206480,B0V0H2,O75955,FLOT1_HUMAN
ENSG00000206480,B0S8B0,O75955,FLOT1_HUMAN
ENSG00000206480,B0S8A9,O75955,FLOT1_HUMAN
ENSG00000206480,A2AB13,O75955,FLOT1_HUMAN
ENSG00000206480,A2AB12,O75955,FLOT1_HUMAN
ENSG00000206480,A2AB10,O75955,FLOT1_HUMAN
ENSG00000206480,Q5ST80,O75955,FLOT1_HUMAN
ENSG00000174437,F8W1Z7,,
ENSG00000206480,B0V2J0,,
ENSG00000206480,B0V114,,
ENSG00000206480,B0V113,,
ENSG00000206480,B0V112,,
ENSG00000206480,B0V111,,
ENSG00000206480,B0V110,,
ENSG00000206480,B0V108,,
ENSG00000206480,B0S8B0,,
ENSG00000206480,A2AB09,,
ENSG00000145819,Q8NFJ1,,
ENSG00000093183,F8WDR5,,
ENSG00000093183,F8WBN1,,
ENSG00000145819,D9ZGG7,,
ENSG00000206480,B0V2I8,,
ENSG00000206480,A2AB13,,
ENSG00000206480,A2AB12,,
ENSG00000206480,A2AB10,,
ENSG00000145819,H7BZZ0,,
ENSG00000145819,H7C3P8,,
ENSG00000093183,C9J9A4,,
ENSG00000093183,C9J448,,
ENSG00000093183,C9J2R1,,
ENSG00000172493,E7ETI4,,
ENSG00000172493,D6RIZ5,,
ENSG00000172493,Q05D98,,
ENSG00000151062,B4DVU4,,
ENSG00000206480,B0V2I9,,
ENSG00000206480,A2ABJ5,,
ENSG00000145819,H7C1J1,,
ENSG00000172493,E7EMS5,,
ENSG00000172493,E7EMC5,,
ENSG00000172493,B4DXZ8,,
ENSG00000142512,,Q96LC7,SIG10_HUMAN
ENSG00000226976,Q5T8I0,,
ENSG00000226976,Q9UEG9,,
ENSG00000093183,F8VQT7,,
ENSG00000206480,A2AB11,,
ENSG00000145819,,,
ENSG00000187446,H0YLX1,,
ENSG00000206480,F8VSI6,,
ENSG00000206480,B0V0H2,,
ENSG00000206480,B0S8A9,,
ENSG00000206480,B4DVY7,,
ENSG00000142512,E9PL79,,
ENSG00000142512,C9JM10,,
ENSG00000237313,,Q5JQF7,CF100_HUMAN
ENSG00000093183,C9JNW1,,
ENSG00000187446,,Q99653,CHP1_HUMAN
ENSG00000107789,B4E394,Q9UNW1,MINP1_HUMAN
ENSG00000228977,,Q9Y3N9,OR2W1_HUMAN
ENSG00000187446,H0YKE7,,
ENSG00000107789,,Q9UNW1,MINP1_HUMAN
ENSG00000172493,D6RIZ5,P51825,AFF1_HUMAN
ENSG00000172493,D6RAU0,P51825,AFF1_HUMAN
ENSG00000172493,Q712L1,P51825,AFF1_HUMAN
ENSG00000172493,Q14C88,P51825,AFF1_HUMAN
ENSG00000233687,,O76000,OR2B3_HUMAN
ENSG00000187446,F5GX29,,
ENSG00000204120,C9JZC0,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9JXQ0,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9JRZ2,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9JPV7,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9JHT0,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9JH18,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9J7G1,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9J1A6,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,C9J0V6,Q6Y7W6,PERQ2_HUMAN
ENSG00000204120,B9EG55,Q6Y7W6,PERQ2_HUMAN
ENSG00000226931,,Q9GZK6,OR2J1_HUMAN
ENSG00000093183,F5H0H7,,
ENSG00000172493,D6RAU0,,
ENSG00000107789,F5H683,,
ENSG00000160678,Q5T7Y6,P23297,S10A1_HUMAN
ENSG00000160678,Q5T7Y5,P23297,S10A1_HUMAN
ENSG00000160678,B2R5D9,P23297,S10A1_HUMAN
ENSG00000142512,E9PKV9,,
ENSG00000187446,H0YNG9,,
ENSG00000172493,H0Y9S4,,
ENSG00000230855,B0V1T3,,
ENSG00000204120,C9JXQ0,,
ENSG00000204120,C9JRZ2,,
ENSG00000204120,C9JPV7,,
ENSG00000204120,C9JHT0,,
ENSG00000204120,C9J0V6,,
ENSG00000142512,E9PJA1,,
ENSG00000187446,,,
ENSG00000204120,C9JW88,,
ENSG00000196231,,O76002,OR2J2_HUMAN
ENSG00000172493,F5GXF9,,
ENSG00000172493,E9PBM3,,
ENSG00000172493,Q712L1,,
ENSG00000112459,,Q9UGF5,O14J1_HUMAN
ENSG00000204120,C9JZC0,,
ENSG00000204120,C9JH18,,
ENSG00000204120,C9J7G1,,
ENSG00000204120,C9J1A6,,
ENSG00000204120,I1E4Y6,,
ENSG00000174437,F8VSH0,P16615,AT2A2_HUMAN
ENSG00000112461,,Q9UGF6,OR5V1_HUMAN
ENSG00000160678,Q5T7Y5,,
ENSG00000160678,Q5T7Y4,,
ENSG00000142512,F8W917,,
ENSG00000142512,C9JJ33,,
ENSG00000204692,D2XT27,Q9UGF7,O12D3_HUMAN
ENSG00000137193,,P11309,PIM1_HUMAN
ENSG00000174437,,P16615,AT2A2_HUMAN
ENSG00000130054,,O75949,F155B_HUMAN
ENSG00000130640,F5H4E0,Q9BSJ2,GCP2_HUMAN
ENSG00000130640,B3KTU7,Q9BSJ2,GCP2_HUMAN
ENSG00000174437,,,
ENSG00000130640,B3KTU7,,
ENSG00000174437,F8VSH0,,
ENSG00000187021,E9PR20,,
ENSG00000187021,E9PMA6,,
ENSG00000204120,C9JHW1,,
ENSG00000142192,B7Z313,P05067,A4_HUMAN
ENSG00000158813,,Q92838,EDA_HUMAN
ENSG00000204120,E9PBB0,,
ENSG00000204120,E7ESB6,,
ENSG00000130640,F2Z2B9,,
ENSG00000103811,E9PKT6,P09668,CATH_HUMAN
ENSG00000103811,Q68D46,P09668,CATH_HUMAN
ENSG00000174437,F8VQW7,,
ENSG00000142192,E9PEV0,P05067,A4_HUMAN
ENSG00000103811,E9PN60,,
ENSG00000130640,F5H4L0,,
ENSG00000142192,E9PG40,,
ENSG00000142192,B7Z313,,
ENSG00000142192,H7C104,,
ENSG00000006007,,Q9NZC3,GDE1_HUMAN
ENSG00000130640,F5H4E0,,
ENSG00000160679,,Q9Y3Y2,CHTOP_HUMAN
ENSG00000103811,,,
ENSG00000187021,E9PR20,P54315,LIPR1_HUMAN
ENSG00000187021,E9PMA6,P54315,LIPR1_HUMAN
ENSG00000158813,D6RA95,Q92838,EDA_HUMAN
ENSG00000006007,H3BU22,,
ENSG00000142192,,,
ENSG00000006007,H3BNA5,,
ENSG00000006007,H3BRL5,,
ENSG00000187021,E7EX42,,
ENSG00000204120,F8WCD5,,
ENSG00000187021,E9PMX6,,
ENSG00000158813,D6RA95,,
ENSG00000187021,E9PJC9,,
ENSG00000103811,E9PN84,,
ENSG00000204120,C9IYH5,,
ENSG00000103811,E9PKT6,,
ENSG00000160679,Q5T7Y7,,
ENSG00000187021,E9PRT6,,
ENSG00000142192,,P05067,A4_HUMAN
ENSG00000204120,C9JH78,,
ENSG00000187021,H0YDY1,,
ENSG00000142192,B4DII8,,
ENSG00000187021,,P54315,LIPR1_HUMAN
ENSG00000204120,B8ZZD2,,
ENSG00000142192,E9PEV0,,
ENSG00000204120,F8WBF1,,
ENSG00000104147,,O43482,MS18B_HUMAN
ENSG00000104147,,,
ENSG00000113658,D6RIZ9,,
ENSG00000113658,D6R9D4,,
ENSG00000113658,D6RBB4,,
ENSG00000170903,E9PRK0,Q8NCY6,MSD4_HUMAN
ENSG00000170903,E9PLV2,Q8NCY6,MSD4_HUMAN
ENSG00000170903,E9PKC8,Q8NCY6,MSD4_HUMAN
ENSG00000170903,E9PRK0,,
ENSG00000170903,E9PLV2,,
ENSG00000170903,E9PKC8,,
ENSG00000102890,F8W9E7,,
ENSG00000113658,,,
ENSG00000102890,,Q96BJ8,ELMO3_HUMAN
ENSG00000204120,E9PC50,,
ENSG00000198682,Q5TB52,O95340,PAPS2_HUMAN
ENSG00000102890,,,
ENSG00000233151,C6K7H0,,
ENSG00000233151,B6VE01,,
ENSG00000233151,Q16874,,
ENSG00000233151,Q7KYP0,,
ENSG00000233151,Q9UP07,,
ENSG00000198682,,O95340,PAPS2_HUMAN
ENSG00000198682,E7ER89,,
ENSG00000113658,F5GWU7,Q99717,SMAD5_HUMAN
ENSG00000113658,D6RIZ9,Q99717,SMAD5_HUMAN
ENSG00000113658,D6RBB4,Q99717,SMAD5_HUMAN
ENSG00000113658,D6R9D4,Q99717,SMAD5_HUMAN
ENSG00000113658,Q68DB7,Q99717,SMAD5_HUMAN
ENSG00000074181,,Q9UM47,NOTC3_HUMAN
ENSG00000182359,G3V161,,
ENSG00000182359,E9PKJ3,,
ENSG00000105131,,Q9H6B9,EPHX3_HUMAN
ENSG00000205362,,P04731,MT1A_HUMAN
ENSG00000198793,B1AKQ2,P42345,MTOR_HUMAN
ENSG00000198793,B1AKP8,P42345,MTOR_HUMAN
ENSG00000198793,Q96QW8,P42345,MTOR_HUMAN
ENSG00000182359,G3V161,Q8NAB2,KBTB3_HUMAN
ENSG00000182359,E9PKJ3,Q8NAB2,KBTB3_HUMAN
ENSG00000143553,,O95295,SNAPN_HUMAN
ENSG00000203987,Q6ZR86,,
ENSG00000198793,B1AKQ2,,
ENSG00000198793,B1AKP8,,
ENSG00000233151,Q5ST44,,
ENSG00000153975,,Q96AP4,ZUFSP_HUMAN
ENSG00000137804,,Q9BXS6,NUSAP_HUMAN
ENSG00000137804,H0YKA7,,
ENSG00000141867,Q96HN0,O60885,BRD4_HUMAN
ENSG00000141867,,O60885,BRD4_HUMAN
ENSG00000137804,E7ERR5,,
ENSG00000141867,Q4G0X8,,
ENSG00000165995,,Q08289,CACB2_HUMAN
ENSG00000185274,Q68CW8,Q6IS24,GLTL3_HUMAN
ENSG00000185274,Q2L4S5,Q6IS24,GLTL3_HUMAN
ENSG00000185274,B3KRD2,Q6IS24,GLTL3_HUMAN
ENSG00000105127,Q9UG73,O43823,AKAP8_HUMAN
ENSG00000105127,B7Z8L8,,
ENSG00000206289,E9PK75,P28702,RXRB_HUMAN
ENSG00000206289,Q5STP9,P28702,RXRB_HUMAN
ENSG00000137804,,,
ENSG00000137804,H0YMD2,,
ENSG00000040633,,Q9BUL5,PHF23_HUMAN
ENSG00000165995,A6PVM6,,
ENSG00000117983,Q93043,Q9HC84,MUC5B_HUMAN
ENSG00000185274,H7BZX9,,
ENSG00000206289,E9PK75,,
ENSG00000206289,Q5STQ1,,
ENSG00000206289,Q59G65,,
ENSG00000158234,C9JDZ2,Q9NVQ4,FAIM1_HUMAN
ENSG00000040633,B4DLK6,,
ENSG00000117983,H0YDX8,,
ENSG00000137804,E9PB35,,
ENSG00000040633,,,
ENSG00000117983,E9PBJ0,,
ENSG00000117983,Q93043,,
ENSG00000040633,B3KVH8,,
ENSG00000206289,A2ABB0,,
ENSG00000165995,A6PVM7,,
ENSG00000206289,E9PK95,,
ENSG00000011243,Q9UF73,Q9ULX6,AKP8L_HUMAN
ENSG00000011243,B3KMD4,Q9ULX6,AKP8L_HUMAN
ENSG00000165995,Q59H42,Q08289,CACB2_HUMAN
ENSG00000158234,C9JDZ2,,
ENSG00000206289,F8VNP5,,
ENSG00000172738,,Q8N7C4,TM217_HUMAN
ENSG00000206289,F8VZR5,,
ENSG00000206289,B7Z3E4,,
ENSG00000011451,,O95785,WIZ_HUMAN
ENSG00000147160,,Q6E213,AWAT2_HUMAN
ENSG00000165995,Q5VVH1,Q08289,CACB2_HUMAN
ENSG00000011451,B7ZM82,,
ENSG00000147160,H0YAL0,,
ENSG00000149313,E9PNF3,,
ENSG00000105366,C9JT30,,
ENSG00000196911,Q5TD90,O15131,IMA5_HUMAN
ENSG00000196911,Q5TD89,O15131,IMA5_HUMAN
ENSG00000149313,E9PLW6,,
ENSG00000105366,,Q9NYZ4,SIGL8_HUMAN
ENSG00000122696,,Q9H1U9,S2551_HUMAN
ENSG00000196911,Q5TD90,,
ENSG00000196911,Q5TD89,,
ENSG00000213822,F8VQJ4,,
ENSG00000149313,E9PNF3,Q9NRN7,ADPPT_HUMAN
ENSG00000149313,E9PLW6,Q9NRN7,ADPPT_HUMAN
ENSG00000213822,F8VQJ4,A8MTB9,CEA18_HUMAN
ENSG00000148408,Q9HBI3,Q00975,CAC1B_HUMAN
ENSG00000148408,Q9HBH4,Q00975,CAC1B_HUMAN
ENSG00000148408,Q9HBG3,Q00975,CAC1B_HUMAN
ENSG00000148408,Q9HBG2,Q00975,CAC1B_HUMAN
ENSG00000148408,Q9HAT5,Q00975,CAC1B_HUMAN
ENSG00000148408,Q9HAT4,Q00975,CAC1B_HUMAN
ENSG00000105122,,Q86YV0,RASL3_HUMAN
ENSG00000149313,B4DDW7,,
ENSG00000148408,B1AQK4,,
ENSG00000148408,Q9HBI3,,
ENSG00000148408,Q9HBH4,,
ENSG00000148408,Q9HBG3,,
ENSG00000148408,Q9HBG2,,
ENSG00000148408,Q9HAT5,,
ENSG00000148408,Q9HAT4,,
ENSG00000148408,B1AQK6,,
ENSG00000107338,,Q15464,SHB_HUMAN
ENSG00000148408,B1AQK7,,
ENSG00000148408,Q9HBI4,,
ENSG00000189401,,Q7L8S5,OTU6A_HUMAN
ENSG00000254521,,Q96PQ1,SIG12_HUMAN
ENSG00000148408,Q9HBH3,,
ENSG00000148408,Q5JRE4,,
ENSG00000161031,,Q96PD5,PGRP2_HUMAN
ENSG00000148408,F6RH32,,
ENSG00000177981,F8VS92,Q9H765,ASB8_HUMAN
ENSG00000177981,F5H7B4,Q9H765,ASB8_HUMAN
ENSG00000177981,F5H6A7,Q9H765,ASB8_HUMAN
ENSG00000177981,F5GZZ3,Q9H765,ASB8_HUMAN
ENSG00000148408,Q9HAT6,,
ENSG00000236490,A2ABB9,,
ENSG00000143621,F4ZW62,Q12905,ILF2_HUMAN
ENSG00000143621,B4DY09,Q12905,ILF2_HUMAN
ENSG00000171954,,Q6NT55,CP4FN_HUMAN
ENSG00000236490,,O15533,TPSN_HUMAN
ENSG00000148408,E9PDR3,,
ENSG00000148408,Q59FJ3,,
ENSG00000148408,Q9HBG1,,
ENSG00000170296,Q6IAW1,O95166,GBRAP_HUMAN
ENSG00000103540,,O43303,CP110_HUMAN
ENSG00000143621,,Q12905,ILF2_HUMAN
ENSG00000177981,F8VS92,,
ENSG00000177981,F5GYF0,,
ENSG00000170296,,,
ENSG00000148408,Q9HAT3,,
ENSG00000148408,Q9HBH2,,
ENSG00000177981,F5H023,,
ENSG00000148408,H0Y7I8,,
ENSG00000236490,Q5HYV0,,
ENSG00000103540,H3BMS1,,
ENSG00000177981,F5H772,,
ENSG00000186526,,P98187,CP4F8_HUMAN
ENSG00000177981,F5H7B4,,
ENSG00000177981,F5H6A7,,
ENSG00000177981,F5GZZ3,,
ENSG00000170296,H6UMI1,,
ENSG00000186526,B4DU85,,
ENSG00000103540,H3BVH3,,
ENSG00000236490,A8MUD0,,
ENSG00000236490,F8VS90,,
ENSG00000177981,F5H243,,
ENSG00000103540,,,
ENSG00000169688,Q86YX0,P07438,MT1B_HUMAN
ENSG00000186526,H7C3A8,,
ENSG00000234196,,Q9Y330,ZBT12_HUMAN
ENSG00000169688,H3BR34,,
ENSG00000177981,F5H5S9,,
ENSG00000241127,,Q9NRH1,YAED1_HUMAN
ENSG00000241127,C9IZ57,,
ENSG00000241127,B4DE83,,
ENSG00000105492,,O43699,SIGL6_HUMAN
ENSG00000145040,,Q96RP3,UCN2_HUMAN
ENSG00000132300,,Q96EY7,PTCD3_HUMAN
ENSG00000186529,B7Z5A8,Q08477,CP4F3_HUMAN
ENSG00000120885,E7ERK6,P10909,CLUS_HUMAN
ENSG00000120885,E5RJZ5,P10909,CLUS_HUMAN
ENSG00000120885,E5RJD6,P10909,CLUS_HUMAN
ENSG00000120885,E5RH61,P10909,CLUS_HUMAN
ENSG00000120885,E5RGB0,P10909,CLUS_HUMAN
ENSG00000120885,E5RG36,P10909,CLUS_HUMAN
ENSG00000120885,Q8IWM0,P10909,CLUS_HUMAN
ENSG00000120885,Q8IWL5,P10909,CLUS_HUMAN
ENSG00000120885,Q6LDQ3,P10909,CLUS_HUMAN
ENSG00000120885,B4DW11,P10909,CLUS_HUMAN
ENSG00000132300,F8WBP9,,
ENSG00000105492,F8WA78,,
ENSG00000105492,C9JBE5,,
ENSG00000136859,Q8NCH7,Q9UKU9,ANGL2_HUMAN
ENSG00000136859,Q8N2J9,Q9UKU9,ANGL2_HUMAN
ENSG00000115474,C9JWD6,O60928,IRK13_HUMAN
ENSG00000183166,E9PFU3,Q9BXU9,CABP8_HUMAN
ENSG00000183166,Q86UM7,Q9BXU9,CABP8_HUMAN
ENSG00000183166,Q86UL5,Q9BXU9,CABP8_HUMAN
ENSG00000183166,Q75MW5,Q9BXU9,CABP8_HUMAN
ENSG00000183166,Q75MP5,Q9BXU9,CABP8_HUMAN
ENSG00000183166,Q75MI2,Q9BXU9,CABP8_HUMAN
ENSG00000183166,A4D1Z1,Q9BXU9,CABP8_HUMAN
ENSG00000176148,E9PS88,,
ENSG00000176148,E9PP52,,
ENSG00000132300,B8ZZQ4,,
ENSG00000115474,,O60928,IRK13_HUMAN
ENSG00000136859,Q8NCH7,,
ENSG00000132300,F8WE76,,
ENSG00000115474,,,
ENSG00000115474,C9JWD6,,
ENSG00000120885,E7ETA7,,
ENSG00000120885,Q8IWM0,,
ENSG00000120885,Q8IWL5,,
ENSG00000120885,B4DW11,,
ENSG00000176148,E9PS88,Q9NUJ3,T11L1_HUMAN
ENSG00000176148,E9PP52,Q9NUJ3,T11L1_HUMAN
ENSG00000183166,E9PFU3,,
ENSG00000183166,Q86UM7,,
ENSG00000183166,Q86UL5,,
